week,paid_search,social,tv,ooh,revenue
1,193.72163746052158,111.8975184940852,251.3696698448433,502.46871820277954,2342.830236433332
2,139.1029534132325,94.47093767682307,205.61623310545838,311.15357642719437,2322.153334526341
3,116.15953098105108,76.06957536162031,383.42979477521897,515.0182619189613,2050.6442600305872
4,158.82981426780538,120.22394211590654,296.2097455408937,410.5308247445104,2428.5908937954837
5,160.02789163413843,119.46292465619987,310.1483363204829,436.63846344758275,2593.787911382746
6,209.23326748320508,49.89578419405136,299.1487567767956,493.3623906318563,2467.2679544376465
7,116.14772167829082,85.68183254490602,253.80360428505836,443.5972900441786,2267.75160944248
8,194.168712868809,109.26664426782594,246.83089525834697,446.8876870820627,2405.786520131674
9,163.41501354776565,76.59803885657841,313.74125740386125,533.1342617299991,2634.8288821313026
10,139.13051081170175,148.7446070565239,307.17966900334466,406.0542340678528,2637.288129490729
11,118.93574367002702,127.57954126784031,360.9261645971864,644.5123277193809,2499.108509331906
12,201.0464343791014,152.98368006429692,292.1642111904145,429.89683762997385,2704.4905997935093
13,143.1763409059513,111.37746276975062,240.0359902447571,540.5534667284493,2646.618004544959
14,97.66333487253499,88.18445821335698,273.10921551445495,301.21069836849216,2074.9548638437072
15,107.01540975493879,133.89169982149014,212.26138032513308,333.955986070326,2236.151843532561
16,158.15538315610794,137.2507740411363,297.6051549613531,520.1732569810882,2386.3541903067176
17,122.26035392878259,120.6573809700783,310.55425722358376,399.7322015088831,2229.590319783221
18,175.0755032424981,90.87584806902233,154.1191890380343,389.1609856865999,2177.6601488848355
19,191.42623857885133,150.0651576931096,224.50410097083432,435.89117557299073,2352.6823624916024
20,190.7458788924088,128.41072561435325,151.79851168362953,521.8731197800456,2452.126875510158
21,130.50387881535178,102.27428183285284,214.61505206821255,373.38478034619584,2011.169630533337
22,121.52632086476662,111.43812382711532,352.3306137051601,355.52286070859225,2413.49763968847
23,150.45390927318152,137.0648269571174,211.3393837864743,533.9587952860363,2495.9760039106545
24,135.8025987836039,92.57614036549884,404.0686791164016,490.72178570975916,2429.7993290302857
25,171.1898924804603,153.0571956566415,343.14135023661805,585.32186722512,2496.4978967273346
26,177.84910267459622,79.87985862843216,396.5899498963365,510.0981446114291,2626.75652011682
27,218.0453675632015,144.22279722002622,221.9055623330478,425.8104449022004,2503.4158911571
28,172.58489081492598,130.91430384422222,295.9573100545486,460.06018036129177,2361.3159820886367
29,214.5680585380037,121.7466236718721,191.1250037145162,307.68888644840285,2269.629913472214
30,204.64468166041024,91.48630925604365,208.68658670840765,343.3984856960328,2193.832938313046
31,164.4545650002537,85.25221854031886,340.06618218179426,553.8049034904847,2457.697530215203
32,190.47724151947975,104.15872406296491,383.2284234349392,559.6809097766309,2401.409739120663
33,116.59744814552141,120.6616274859781,312.67357333153785,417.1702743548364,2392.6525684111507
34,110.49618848749262,114.14580847529623,404.18884255085925,291.68813158532316,2093.133138731634
35,198.83560943343542,110.93400534876527,341.110535260971,639.7470947069028,2652.552395448811
36,141.26827062024475,122.54415493825412,172.033869660003,332.5083990271708,2128.866559213152
37,129.95376848913153,84.03000917073166,282.10397176640777,405.8302602700465,2162.167732204729
38,167.7404287763051,127.10147677962371,346.9364926298051,470.8792363613792,2381.5175683231255
39,129.44836442333815,134.90826427149958,299.55702646377966,291.32298288575646,2317.5943475694644
40,142.97108326069096,83.98799894014226,281.414504498541,505.2118000445017,2364.371833938401
41,153.579251013627,137.7654954386452,250.65974209782254,538.3087870554652,2407.3136944411863
42,190.2823622659182,107.574868557191,285.89113147454407,440.41088557694206,2559.59270875754
43,115.64531676862522,151.61263695576272,310.10503318007613,312.34816485370277,2301.4023520778137
44,133.26497625327863,104.42413344038847,297.6547712271976,355.36428214221223,2175.0843140857028
45,174.48125401514227,149.62348868756212,331.0650893471039,396.2081178775889,2304.4358599213074
46,138.78881626007254,92.00248998038059,284.19825904179095,260.22480142811537,2167.1714223272634
47,186.4762187656041,115.74709554367752,253.2165714163796,563.1467749450023,2406.7955343580575
48,230.84580035980878,129.8965104018323,266.97352642295283,374.06393823178996,2266.7763675282176
49,96.01888226890675,103.82329824835564,209.42304733101133,418.1265674663506,2205.141721035204
50,232.16353292478885,113.4307548665276,389.9220774507084,355.9544577678806,2317.4806230678573
51,174.67782784703897,82.28296093569602,306.18703286328997,476.83028205598373,2400.619405699619
52,125.48201702269118,93.465785768805,239.36829954694406,545.5769577337245,2415.8857066567084
53,169.46922972079923,119.33390468587142,364.9115187025191,627.6808150789138,2495.704460770384
54,143.18176538964053,92.70337154699328,176.73436127416977,447.35600252243813,2414.637923810414
55,177.5814077418326,115.09931165030284,295.28811124714923,422.92281590269243,2445.2063421431308
56,96.79811937886723,85.29138148124744,225.1079716038152,428.9560839302294,2424.7254630086472
57,145.0903230790781,113.62541744665182,314.24316789366657,428.61905973645787,2389.315483829716
58,148.98516544189684,114.51304503738403,238.4247462049521,379.3970003744896,2142.923580101435
59,164.5524962324305,62.52433959804957,307.0058518204339,266.04655509390363,2383.2070275193905
60,175.78196393274575,127.85411740852328,334.7316613738577,457.61971596866664,2543.249442454866
61,131.72734343973224,70.24040501257716,129.2880372355478,369.7675065999319,2195.317330695373
62,156.81009888124868,97.98370731760022,350.7011499018192,419.2820881403774,2071.476262975568
63,154.9060904518585,118.6264543333211,290.9979670028518,296.73785139096856,2317.018647776989
64,107.52667422200142,109.41697885123601,262.6105605809241,475.68180456787667,2506.818246477273
65,154.36593218661025,112.9597000816716,304.09989327808427,378.7099919126481,2421.614181191884
66,136.8179766359896,165.1830875676968,307.09478594813066,384.45581429927444,2412.213849974553
67,153.23853081746105,100.44204885477171,297.12758717621614,359.68803732107426,2294.8950803562648
