week,paid_search,social,tv,ooh,revenue
1,575.5895526778111,231.0878815917213,455.31313606944997,319.60386676513554,3112.634188429251
2,354.992103452987,199.46356145282547,419.49032264547327,362.53506024814425,3128.64733966355
3,407.37374397152496,250.3417174470476,197.23065942356075,380.92509516161374,3104.5740889669105
4,464.9019198637159,245.41523068352652,530.6924775438602,233.39992332027555,3341.1985359142695
5,370.29351312816726,307.34049973370304,480.0098966559573,281.5349323000746,3170.3059047616416
6,489.9611227591356,243.84606870538582,459.32306620526566,377.7706497944481,3409.9837471102023
7,441.407835156121,190.20569780966426,409.5498477846642,277.90297907240983,3381.4313056524857
8,370.39634421793465,266.0773350648523,300.63939868508743,266.81954706103215,2993.888178390835
9,572.7589319333155,307.0315276686517,378.56900690669534,212.09770084380338,3285.742330092032
10,311.6839408322549,196.09764193066826,502.8243728455387,275.56618805210485,3393.8113290356355
11,358.8529138207665,231.0753799015056,430.78094728578174,413.6743571054069,3445.9789104221427
12,348.6035129476487,188.37638836786388,398.5359516109744,294.05233934257296,3437.9654796493087
13,566.5634669425903,269.68618428182566,477.38718556234176,255.15074206497889,3569.326208166983
14,449.89004026122916,260.8709729412622,451.3173664838852,328.09528264363513,3389.713411111631
15,476.3263938025941,193.7544880480746,425.8082002701025,268.6224780430146,3066.038705338372
16,499.20615773758436,243.37437883927763,450.5721679465719,292.3721221444322,3543.735100916454
17,429.60195914137574,190.7286072696949,401.1232910002324,343.7453919911029,3144.380966483479
18,455.15153872579174,362.2637434108467,462.2537973801605,328.2928193851547,3370.8930326940176
19,430.65951714971646,274.4165054470763,236.15326533911932,232.4354565399618,3252.5786852662086
20,368.6986758200385,206.92811822750406,370.14176374155466,372.65266227585295,3205.8195916303284
21,335.6954407895405,198.04613269054323,290.5461254690737,332.2179299132542,3048.113303467389
22,522.9549298838681,236.01695152868353,404.0507068035857,332.4771992653445,3378.2275040466866
23,394.4545572477083,155.1668227372552,459.48432815140467,370.23729581956843,3268.5279766724825
24,447.46334272950264,228.39774842821376,226.56283430134798,367.00092526961475,3457.5711756920723
25,421.9732139469261,161.67316141953583,511.35631467064417,297.29835135126143,3132.374019189077
26,446.0729757132825,264.48896576585554,454.75576684982116,269.1793512709719,3342.81868024676
27,407.4620057361612,212.9465502771713,550.6501689295774,306.75428477701166,3107.211518277548
28,411.9286914758884,199.26923717997096,468.482243108799,313.1287257605944,3214.9421739463846
29,475.93429500112404,184.8591007592882,496.35575557199536,267.63494879599114,3341.104416478618
30,424.8719917830977,273.52954559100937,370.1100063308057,226.23166308279085,3183.0334784460556
31,380.7844883863316,195.49205987260467,361.66362666071694,254.73189435948228,3142.922171361786
32,450.2626418313298,280.14613794175165,470.55742196328504,269.72258479463,3390.3777365387846
33,407.44126492695403,167.1623172753632,356.69601262523685,366.69933804307686,3024.549890213849
34,606.4856069978366,189.48997139956523,392.222681189587,318.70605960380476,3244.3960806544515
35,425.8913643382096,276.894250935787,487.8842281531107,231.06772640562775,3276.6987814221816
36,483.1435320707714,140.44029270957992,484.4605541099137,201.09405923956027,3423.7769371609716
37,380.3921885577281,191.90222991680997,411.5213848813007,206.84300659936156,3174.599630838327
38,487.00739256945025,240.10924843782655,350.9249515103681,381.2278660491909,3422.9491816319996
39,448.7306589408141,146.381744186015,439.5778977431203,328.31039004931085,3356.201351302632
40,387.0852675004305,271.48095124192116,335.5633167800903,209.5862848699221,3284.3806119962733
41,509.24685874113925,181.04636833626532,584.5126690135105,284.9259911699414,3549.6706764830974
42,358.32941878516806,204.57686417348077,381.8527234642088,247.4197678741603,2905.0643160594077
43,380.47534646505187,153.1107252511614,402.57357574866757,375.6123007360524,3193.528876075032
44,481.731516308134,290.95249940565947,298.3181265487374,418.7187198582515,3464.3082671084317
45,325.63044258783543,266.45974864505797,461.6084451703143,372.04471000719616,3019.4014237660786
46,295.36051561549397,328.1451098797872,461.01891324643003,322.4055678802577,3165.1815479576553
47,507.11708048985736,180.68912778087818,443.5528226841871,407.3662314774342,3666.2905474250174
48,452.55084369563,209.9065481076985,336.7207833549052,336.21927471464954,3225.61867144289
49,467.5188454978111,166.49367553162796,545.714847363806,281.9808870255588,3489.1063991454034
50,409.712719992703,250.53556607883775,333.32200952479343,225.91032500952522,3240.8829035235462
51,512.2482450021735,210.68697837282187,462.3697674254719,377.9038910757474,3408.1489424677134
52,459.02830631557845,223.05302307159675,285.82602838030516,433.26300820114164,3128.416159821763
53,261.49626238926373,190.96261051365605,465.5891262911507,379.5007948869857,3223.409616210239
54,447.615168897512,264.47997429667737,479.6037409695003,237.0022466786814,3546.190252492273
55,357.91571602052056,215.54132357186543,489.25520434147387,224.6351025701186,3170.313787341823
56,491.88763108942067,210.09344976401462,316.98590872196985,331.27021291061897,3365.122144705507
57,352.76112228228953,183.71770056628225,394.53411679369736,448.35342968822,3333.560387940043
58,391.03649302646505,191.1318036919663,317.24967824175224,279.79081924744526,3092.4725350200133
59,398.9004840333575,240.04869235362878,408.9526871227035,355.48041164791124,3052.972978512637
60,424.2831155639098,208.91775674551448,390.9582084733725,314.8917145484058,3420.950317377252
61,325.5247594452055,282.0379392770054,465.44348720473795,257.3868667921874,2989.8045345292753
62,212.10667359896263,233.85068172066772,153.80353557121362,324.39101756524127,2883.1925585116483
63,643.6530050673476,164.18353107049776,492.2620991875286,309.87335209413135,3520.073575667354
64,350.39873033914455,270.8989889768273,438.7884625253831,184.0780759611775,3112.0643481639595
65,381.56758929370426,320.338836252734,351.85631839825265,341.0425905377713,3000.724681850125
66,437.7185281339903,256.6055361889369,469.1067380078547,308.2104163275263,3238.1976213960984
67,466.65168728566783,176.3992425429953,365.9285401562208,308.54729047392124,3401.0180164105377
