week,paid_search,social,tv,ooh,revenue
1,349.83080647361794,464.4234532344507,506.34628233016923,142.8647108920906,3318.1033279707062
2,406.37187123159725,522.0894900283614,319.4638616953346,111.80906661100644,3313.6486711192574
3,353.7324909440279,466.4080764003471,357.83068959879034,134.10141018101356,3670.1662744886285
4,365.02066158256247,366.98159928292245,513.2372740332821,143.12968342042484,3800.885604879347
5,342.6259407934553,448.84887027851437,515.3615248999009,113.21535496251829,3356.8362641902086
6,311.4017061287987,528.3855310300479,412.33931776301046,137.54338344584107,3768.131648488023
7,445.54776538625265,323.05485226285447,443.8115965188072,121.31249899391112,3904.422857510655
8,475.7057500647452,367.4605583889894,270.07554998736805,157.7040537296453,3707.242605447281
9,308.27016656908376,404.86702977125356,500.08514430639616,129.53898284234643,4026.580377308068
10,413.6884136508954,406.3714042112885,453.7324212387283,115.45354589808807,3801.2630228436424
11,383.2868305288898,380.8856618320794,556.1595967478875,151.35042530832547,3974.7767754081706
12,353.72896500833235,311.9780855565008,394.5344033875472,110.24435472320091,4197.749953386946
13,429.49766640470307,341.27063931553494,488.43550562407313,95.81011033237691,3836.1747023554935
14,485.7480724355487,491.43545813891836,353.44709510145833,99.45273701687245,3767.7458699994577
15,309.05257234869487,464.0120997197028,527.1862091563754,82.61490135694439,3932.8116316513497
16,374.6362750418507,341.2255574265888,450.05486502521546,126.63210812591572,3816.467061707773
17,194.54849872609273,484.2325416089361,480.3536553558351,131.94171297453286,4135.646338116978
18,436.00441971625975,448.320903863998,444.85157117070804,95.36727689053404,3739.2588446378213
19,293.94689367592395,395.0107165227911,327.1621854872367,125.69151852335243,4205.493405875959
20,328.1886010023106,340.9318764109686,425.811768686187,149.45910065952788,3973.781080812984
21,337.48646735034487,385.46202434190616,509.7365904191615,131.15464976080955,3736.5101091440692
22,373.7955994797006,389.1716254183405,523.1981166965132,136.19211954269156,3941.3110068225883
23,296.98053249051867,445.0345336957591,526.6482065144729,131.35173855007426,3608.793293814897
24,282.8363717214053,414.66388963891177,557.8467512270463,154.67123671532732,3673.9964608168243
25,375.78339375660084,569.5580119128012,430.7762272996433,163.0474865071015,4181.371962558166
26,362.03590630973326,500.4311413660106,516.1051133017273,150.5099828065697,3863.1280034840393
27,258.2622573140088,367.3862323825384,348.95892163876715,101.42380054948597,3796.7451216425725
28,332.2126002902558,455.12052736432014,238.86000678501063,137.36107150488334,3940.676883918489
