week,paid_search,social,tv,ooh,revenue
1,679.6842102264462,699.2650304209701,763.393981443583,277.81287474940575,3990.420100238331
2,633.3087255504956,583.4299214734457,680.36438072638,200.68865257898094,4369.912273123132
3,492.2598143636162,811.5620409050321,679.7299539386127,226.7866145145296,4148.529429410496
4,486.98064484376613,583.4478589643387,583.1468930417313,233.7331880523558,4394.408184967065
5,373.89336289874035,692.6683458208868,516.863679430491,307.81870621680184,4283.302004592972
6,378.7479387106878,439.4828396342335,461.1495504761352,227.25330561055443,4015.111358992149
7,462.7504910749612,552.0609078692102,554.3448332409215,113.7041804465814,4277.802336127856
8,348.150093116896,540.4250834586358,201.6793221196556,172.07917951027173,4047.6142567111606
9,301.80249799051063,599.8114562497666,399.2162721930748,197.88958343671567,4032.183920550862
10,438.2693807984127,411.8817174601272,395.1348691258811,169.92228993085385,3974.5073893195313
11,365.2138001296606,454.14036030496817,329.49309573858596,103.64841870738262,4090.969864509232
12,362.6587367578528,250.0438873278354,363.22161303239716,109.46291705597011,3841.8110297402886
13,281.7215777119559,369.6632930789726,181.5635117169703,143.97731732436128,4081.686510916664
14,300.01418948850954,380.17988360613356,295.7285655028543,139.3515952715036,3228.2762305636124
15,311.9266834652117,317.68351135818125,278.7507208292556,140.0420236805938,3541.826101878647
16,326.98116521585206,363.0073308466479,292.0951417308335,139.5421437097204,3414.7742591302704
17,237.32726723184732,223.68299829452576,231.0179209333864,87.31587880903587,3213.5590403283895
18,254.8363242078683,97.3726211191067,236.3694087568349,57.69832556497371,2993.4555393647984
19,227.66834817939474,166.7870673668448,201.72921328317705,90.72703592288048,3035.507971368929
20,215.85028275840241,231.96740742871427,240.14551994245738,113.84063503796145,3036.734707210796
21,267.2896457016059,248.88874205902164,185.69740680300382,71.87513728974731,3133.2545089045607
22,174.2505239592089,247.84825765231466,185.97823121725372,67.09140496850318,2902.709273668717
23,211.07734332219633,265.36473542827537,258.1247703135854,72.46320139865723,2627.10834683618
24,143.87407606170817,289.32601547932165,273.9461396979944,67.62853204111659,2954.2776736484225
25,268.0641089486636,269.7497601864319,226.69591767299715,83.13743898031491,3189.8289118300763
26,191.5991690231475,198.3469554952998,237.99628698240565,106.06789659590625,3218.506106361139
27,212.9822023968065,240.12832338865854,166.26470462266806,94.00139009531097,2788.4808050091806
28,262.66335091317995,296.21413815561175,331.2943706297241,106.29135304395793,3301.1847494213443
29,155.80003382298432,356.0843387988708,202.93066443227337,99.38533921314787,3323.532752601558
30,404.90750275067944,369.76023597296444,397.29900184286953,107.89298926339491,3468.610809593118
31,302.21424672556753,381.7748253137393,236.5794533907129,143.16887870305803,3783.355184575618
32,318.83099640204705,402.4052145226371,467.41554108694015,156.9202144547281,3604.712618834744
33,314.9207160146697,294.9720437697711,275.97909151946175,176.80813243310305,3783.945775885201
34,513.4452833281101,340.0125474256772,464.4467436895681,153.37775100037567,3788.9440205805768
35,454.64187163737796,495.16554268976415,440.5475053269644,161.60518991796926,3983.0568666066006
36,562.5576209714819,507.0523004699328,345.96381588567544,214.40447409709688,3869.6176324175717
37,530.0420065337006,654.1325110785683,459.49454282458635,182.498680424073,3920.216288257226
38,503.10360150623137,464.81226276326714,449.42921923045077,170.22830807980023,3987.04762072028
39,737.2919342942901,458.43611146445056,522.8523053373079,206.06515879964772,4051.6056176513052
40,502.81566653224786,617.4377972827999,714.6273302809967,209.74445098232854,4411.579658691975
41,562.3138911040553,605.0000512476665,652.0101893948644,220.18623665128294,4650.044877213791
42,751.4128356398707,636.6884853834321,639.0927623761451,235.82692384638474,4685.622282539676
43,676.7300469381148,688.675604957933,750.103314768794,279.7650629648627,4435.307457208811
44,611.4846000848794,704.179837124586,442.35878879833854,277.9075639992371,4430.041164102523
45,655.4310282319568,459.11274678905374,582.9708193818936,238.71491604093293,4689.502585149751
46,373.03110122156613,961.3143459251177,697.6215163738326,208.91059575999284,4600.220084096043
47,810.4767966274626,501.217070367761,715.0605175512584,312.6063393878906,4342.812775916877
48,708.8780740346997,876.9949513556885,279.95556685091236,283.3725151552503,4220.936042913594
49,744.9325920498333,603.3488988078601,451.77244370305624,177.17574512023478,4860.260170041669
50,720.892948270295,676.0719106090154,572.2500692626048,179.70873316438906,4539.862738331442
51,590.8967868405481,847.3554985514638,482.43087515902823,201.47177677486718,4779.688231554122
52,523.8880694819377,817.7946196508614,679.2654788480595,189.76534154427512,4935.126725648723
53,521.3534074978389,575.2546530346772,366.86107709932463,239.37645957273386,4452.990381919264
54,565.4567165618425,871.9640873855623,593.8298880239752,264.0976238433394,4460.493589797444
55,383.3265369849023,791.3391926549683,537.0976024655686,324.8038725980166,4918.572281532215
56,638.6646614479558,696.0379216868317,451.97253649741174,179.4510403972747,4460.996135224396
57,461.41664019678797,457.34936728537775,524.1494446497211,267.2410517555559,4252.243653365122
58,346.47908788166166,718.3086866873958,524.233264658509,190.2531596521713,4205.387424504347
59,486.29650371519386,471.2612897721083,488.7229136412285,217.767029952753,4319.883751245147
60,457.9195095365862,377.5251462991503,444.71477976489814,183.50066143204708,4141.894237716362
61,414.1096093395901,620.7377082383615,564.8013352625713,155.13331968173327,4034.22745447886
62,500.4324557943163,575.0882218680053,407.892346697004,190.27886083890274,3809.4521044120124
63,376.83868587841687,426.9848805374843,411.76911048228226,136.2007089691427,3804.8350143147754
64,280.6086131487766,363.1363731043667,243.56306267911995,145.2948974324348,3648.3985799255065
65,383.0379742205632,321.7062018896386,177.7675688107343,217.46710093283804,3745.2385651386057
66,341.9921711273787,354.866469598656,262.38628777435866,112.45888108812649,3502.209977279378
67,377.3419597188269,314.68840224135874,248.41913575989653,97.62553583746434,3406.659541204613
68,242.0814824728469,318.91669966701164,259.2754802983544,82.73059162799493,3134.705766569687
69,203.20400073829057,271.2212851311434,187.62911751292316,102.34350184698557,3319.2268648715176
70,298.6013025187174,258.5063412404637,171.70061523142718,92.67048871515176,3770.2718853566266
71,190.11739186827924,250.89193689430093,152.18828465350532,111.92246010421319,2953.523672858226
72,227.55454254526174,293.08816760008426,165.1254931445557,110.28720413016465,2913.441974781033
73,241.12326950545418,215.71179483338577,196.72850732504278,98.97986665532382,2791.2769644000846
74,179.57495986634171,100.85180190032213,145.17764259818279,80.07255899734007,2874.078292003268
75,210.98660571079304,228.7186152899358,191.2167112385367,89.07638202820166,2593.743624157297
76,99.64239277259169,242.23736942226918,183.9177766469809,68.39644743119769,3180.755625917687
77,257.7180839497703,252.0186866450695,190.58790594584775,77.88183363225674,2368.1672186718038
78,159.79743859216006,340.48250226719927,260.2738361384487,96.1218689576185,2762.5159049797408
79,325.3741894851855,269.0874382363065,280.6437846730112,114.4498607967273,3296.9062824943676
80,239.72753063834327,194.27240093835738,201.30800477873777,115.50837646866249,3200.2454929766923
81,348.1461389754175,257.36322222568316,164.48476021865255,116.74570700460183,3215.9508671046856
82,362.73844377583276,373.25949392663915,357.45629945538434,74.60688174368687,3484.048967566377
83,254.58797940496763,348.3618315308372,362.1700586547789,153.78707336721507,3217.443605430792
84,316.08383299552287,483.0076834583322,416.834229459544,68.33940498446935,3354.9669678404694
85,452.5020095564023,461.3715430239398,314.0768249836226,159.65573761370877,3853.0650368196316
86,346.8115752410794,607.9342063451998,236.08146343863098,170.41643415806746,4114.578970975481
87,499.9977542592157,499.81435960744676,313.16275292148913,132.93233679770216,3958.253648926296
88,411.14034100661723,594.8884546413163,465.08475407348016,118.4747696393539,4015.6544709364525
89,517.1177724926179,345.68065767142826,477.62830012758087,161.5200672538743,4017.122639634623
90,537.3194732847733,677.0713289476508,476.11609265263144,232.2295943202797,4351.1660305096175
91,476.3420684745971,665.0900113492683,499.3977527546508,238.9408664887179,4132.161511752016
92,483.4979201534929,534.1188698732032,559.043518094945,305.5573377434115,4203.524379955451
93,425.59498408699574,489.38934084303725,563.6632081435491,237.94452734167388,4477.196579610089
94,445.8722906082575,867.4617479148428,276.32690806023214,225.3942005275616,4504.2077373685215
95,426.6771618909967,813.8117970385518,660.1310616875479,239.11210129173196,4504.530209052064
96,798.1002770481466,666.6978026361887,591.2576918065635,226.49182238765104,4567.606433137073
97,374.3157389358929,682.0418001371149,416.47476506418184,187.551313852959,4979.914354996191
98,712.5980680351835,1028.2399816295056,562.4336257560811,229.57332649627233,4932.916158297791
99,740.9418971725433,686.8906616111472,779.7629465197633,258.42009552895615,5082.4386554954735
100,704.9011628045156,887.7971650561685,715.3758304140902,357.45502944625133,4463.168035851776
101,640.5726751213929,706.0355080660698,645.5722833951082,306.1857074796967,4409.133206674926
102,771.6383848360149,367.06841214555413,595.8026228582412,235.75765036941522,4305.275685327153
103,494.6671735496935,565.2201316368725,624.9167969755626,328.12626004646023,4830.925352127404
104,440.19616153445855,652.3982793846711,767.3891851012414,139.949199572964,4497.015454674175
