week,paid_search,social,tv,ooh,revenue
1,122.05489947436071,331.98399891194555,380.1706079725329,378.96143472873644,3054.625645487177
2,70.4899471875364,222.30019170732496,318.52567814759175,536.6528158965922,2612.5742107729952
3,97.85496639059663,281.0855484113391,372.79934606460307,338.55570345563336,2669.811988692137
4,122.02152655471569,291.9922751733935,371.9698781194052,284.35216462913047,3146.986667197124
5,76.98503292022195,175.68482525012263,328.9076358672655,288.76954745541525,2123.890181403504
6,95.63688798052038,257.6842212829167,299.12223753217785,278.3625404892857,3006.7742378473463
7,102.98105409219332,219.3152220345749,292.305170384358,305.86654007644654,2385.23332812843
8,99.12596915956719,183.245009330603,192.74466677531467,312.07289661185933,2196.320504995003
9,89.55780771903738,228.1813576282416,223.39140653634323,211.4129255251872,2187.7176664448652
10,110.72095441394288,162.53105803583477,255.0792635869836,233.40883884377774,1813.2881984250466
11,96.50773205596442,187.7540647602473,157.25285055759397,239.89571986703382,1967.064084032052
12,75.6643201898139,134.64817321651435,144.31126250215115,205.955680801737,1703.135370195191
13,63.55174989979574,195.66113394025393,257.39172507144536,178.08389314867114,2049.75290784726
14,58.24586452357991,182.25957731907044,146.3210381711272,144.86102463128728,1778.1956522124083
15,54.26159737871822,112.43435883088942,240.78790734785963,260.00214245762083,1968.1165667101388
16,92.28966584614912,159.37653428171186,247.16182367130824,107.01483855967375,2050.992749881251
17,74.62437217044976,138.8693662829974,233.1002498864237,145.27026504081363,1527.9743692164554
18,72.4624362668449,142.37830017059554,213.01816503010858,176.18839705855973,1779.4818273739888
19,119.60815141983015,267.7990701454473,226.04340161876834,252.89792437370474,2225.879388749873
20,114.11000275810812,217.0622548328009,219.76069676876998,192.87866180000577,1916.2627873964468
21,85.05268852397602,234.18859315701087,311.26442009721814,354.21943023970726,2507.1787227566374
22,107.7414757556884,311.3073780283576,369.50876077449834,483.7382742361193,2936.2936627114595
23,100.7014074239057,151.88583434529525,275.60091063585406,260.0332823054947,2596.1024468180785
24,152.47363778384215,306.83927497044056,295.8317557508105,210.2660725442073,2597.017933397517
25,152.1147929156626,382.5779034962346,514.8534613097273,325.84482457202796,3211.4187310829225
26,88.9035240106586,261.56524039961045,322.32852403842236,414.4741680922664,3214.582825565244
27,82.90962647578745,458.33106726948574,456.8305673103126,330.0971822102149,3316.5006509417794
28,92.28879706958483,208.01202219588703,406.8677309892672,439.0888462221241,2984.7029945062004
29,114.27245773630784,477.0383451692413,411.4914621724137,504.6607795628472,3914.357992293944
30,149.97806107934903,322.3973683561058,437.11613280339606,722.0678464241905,3613.5743541730712
31,128.66037240312903,599.2254125703766,501.14729008531896,551.4761493355162,3975.811039107383
32,189.8201412427412,466.2208811361696,586.9634551570988,513.6695511073434,3828.7064795118276
33,185.30037578897534,593.1461572445722,596.9806702299443,523.8828486556948,4235.761318135057
34,163.50633783186765,571.9274927731054,583.6657337635074,536.743551301936,4055.2619996421845
35,195.24833545644321,569.4412203860659,352.53297167286195,575.7723586877913,4037.742723307357
36,163.54938320736576,525.3178989397014,606.1439035443217,835.4515429141296,4285.562269748581
37,213.60929960396265,330.6863354406571,480.99208980693453,433.07314442541895,4002.2561658725226
38,273.0301280827778,501.58935951247247,649.455686916192,439.68692363530823,4173.975060581336
39,243.2770871207965,258.16967325392557,442.5352043857134,525.1282320760612,3725.032071397542
40,211.30340507495885,348.1043454928785,443.16411061232907,403.95050836310827,3813.746966926991
41,231.16443488397795,674.6982487772723,594.2858267320872,552.6125720973708,4696.917659455879
42,195.8348334733669,506.9747804861886,580.779374883289,671.2069686717286,4041.1736926862723
43,226.1204073120461,443.99016755108863,732.9726987084615,688.5458723157424,4244.215063290416
44,192.73038792258868,505.1437947667765,686.5775619535508,503.787130849473,4103.034760319043
45,160.78464795850363,416.61405161611276,440.08494806989853,461.5601352309178,3905.2982202000594
46,181.17919960357173,384.3562817039888,590.1473659139757,591.7248512218505,4163.253685131742
47,154.29101109292324,451.37616306872485,332.61266314150595,621.0624644595694,3801.237807557484
48,167.70706412046704,333.0749893453894,545.2871616291144,423.53108021317854,3545.017779112659
