week,paid_search,social,tv,ooh,revenue
1,220.7726958795328,438.8659307106948,490.97143626682987,522.1423380946654,3505.2957834614604
2,227.39455612613799,951.7664610293352,511.8014142726906,595.9189880596638,4218.915793177008
3,166.29380650460894,765.5124860480325,637.989861289929,471.9505625710833,4236.283745607922
4,175.24880174275117,541.6215415626745,596.1860845907308,948.439867788628,4302.304885268617
5,200.04229306319198,678.729391559481,624.5491344842745,360.10823563186557,4537.122778799381
6,192.5343569386198,513.6709550810228,510.3475987192362,559.4126518843171,4587.088400836616
7,148.59403158708454,562.6995609967931,479.0656951145539,780.0468318296777,4032.9573006522437
8,141.81082726402235,631.5692095523667,460.08074623507764,375.73926166727404,4221.9543169769995
9,118.20212174090724,426.48338855063645,445.7677066450627,611.3975175960962,3705.487167430024
10,188.51384793363138,553.7632978066839,404.7257540464125,557.8856756231938,3841.417436960338
11,202.70778848422276,378.8695745638084,435.56524331482694,602.8539199531908,3656.8808825736655
12,140.9312577727979,315.3732902522823,386.43055147077905,534.1059337911673,3709.1891028482332
13,136.0649815388233,511.7505389804553,313.70497209286356,412.21445886252656,3431.949077009911
14,84.28595098711436,291.87027661238807,400.44673572478655,512.580829588177,3104.281773844154
15,114.34224243900248,416.50195816764455,468.985226155736,363.0295600381431,3508.6624194494702
16,116.70060512480548,341.9501366218798,282.88098054036567,428.35020232828464,3360.1086608479864
17,86.79515413577343,397.8990882650204,239.36820227473623,350.4097006915587,3096.7092638852196
18,58.20966072116839,301.19971645635366,278.24652646600185,325.7776393693103,2752.0182449816007
19,85.46247397419098,308.80291660500217,270.0806018655808,487.99735349957984,2819.0081299934423
20,71.02897888471207,211.95652272673593,181.90224832721296,185.59487457457317,2858.3844893549567
21,93.71612938961368,198.96610498448246,262.1816347790205,393.67774306876595,2597.5516606263777
22,67.58293614128573,179.5172742090211,247.50327651096592,289.8304360682015,2538.3216814530906
23,88.68981495582014,190.87465834152516,198.66746078685887,298.9676687830956,2772.213778793466
24,54.917949003464884,246.6908769537316,252.7736189986562,254.90372160781905,2441.42338387783
25,64.10781120722721,158.25565996631755,233.47024163659646,158.35732199968658,2579.4951411920197
26,71.50743676000016,210.2451801484647,183.32761001938124,264.1382521190154,2245.4567086748984
27,82.36218767282581,201.18095715175602,190.5075454152337,235.38105790266005,2337.799811450158
28,79.14331702555127,242.04021342300643,218.55932286719684,235.4559931537273,2633.0142122591233
29,93.6938904523822,260.53109902670343,267.18605733309727,250.6123848522466,2491.565233788064
30,70.00413464535796,202.686709671055,239.10896110167752,257.05613088821997,2618.279820434671
31,105.05254963658226,257.8709111221097,259.1244301555128,270.2160121717141,2856.1053962540873
32,102.23964758410945,267.4453578511774,309.777533496302,339.853849188184,2457.660140512367
33,118.89968623787622,339.6938266265688,279.1614896353462,338.38432642225683,2875.5487962613197
34,100.35633118503091,304.75023423882834,226.91741591189177,341.273958155483,2714.8136836244284
35,91.54892140866406,316.63855675024826,395.31874226972354,458.5656035792038,3029.275890573869
36,130.4798226785538,253.10155398867934,271.89602405150845,351.47208529466434,2906.860314723527
37,140.57045883741054,263.62174778050405,310.94307696554745,416.869416584407,3158.08966301332
38,169.88455862063464,615.5818184639828,344.22803997850474,489.23853672669907,3564.325873781566
39,123.1974398850192,496.16564604860093,327.8394300108166,444.96644495786575,3507.3825881430676
40,156.67280678434994,576.7085848292098,406.8384359870181,489.54338290090953,3586.050641796277
41,153.17196052760679,459.26109808645595,413.3370099871644,520.6321379324911,3806.7212323449685
42,178.65176070206232,358.3492079529948,401.57333760893334,627.6819282856645,3883.759786311374
43,222.732237935804,436.2151522614617,441.4090937593527,647.9427626551142,4023.9983953868073
44,170.76952991279578,584.8936859038178,300.5746435900089,542.3708800491806,4035.008880900423
45,161.33528000294984,735.945505489378,608.2076310196078,585.9875774470778,4342.290547588165
46,187.96134559838487,356.1755554143582,200.7165672450942,740.1849381827966,3951.0281328714755
47,162.6814911538931,417.8280463658373,577.1404631520053,588.8892350743464,4562.795452505457
48,220.3711636838338,600.8280144941813,615.1255475841307,779.6836945898131,4145.328544020949
49,211.98459863479647,666.9136824592264,389.269993292877,665.502590019823,4087.294852465428
50,191.67589093255782,681.9792274157503,556.4495703838852,700.2903814174691,4479.360848613327
51,192.40164873704396,668.715607388003,858.8714298759229,722.0364324516435,4612.5786314363495
52,175.7182148642862,789.4761210343934,581.7952187685274,350.81746781660297,4454.829865012321
53,175.40662556722896,521.4975047544633,505.8317221622147,603.6828042066094,4604.673105115782
54,215.32230430165234,665.1372969459287,427.5400210933692,805.9765235911964,4635.132036832711
55,241.68649150168233,589.4456397485205,749.2290952520907,567.7681798293137,4208.322877009271
56,171.8576851366343,671.1726713443279,806.7840082585234,594.5763411333527,4569.026479671914
57,179.47044860746135,509.92142451373456,605.4747128732347,656.3256698392208,4412.012557356233
58,199.3846513918901,562.6272574694568,329.05519922810805,699.6272270282875,4176.514735823311
59,232.39361096114874,401.3458688611974,804.1611549579229,521.385955779664,4226.539154475463
60,157.92591526778665,528.5078878018687,535.1966611052226,466.57965311278247,3747.829132340958
61,150.30209715739204,443.47901430884775,288.55076000934463,576.2444833928702,3887.2521358705826
62,156.04291048858386,254.36869891330022,523.7540095598393,474.2791431966791,3645.829158938298
63,125.01349121295245,488.497566598158,446.41591268453544,372.78949026556273,3700.313703577395
64,154.0380205071884,315.92344063168645,485.00276564986336,591.8584635609841,3697.4307900127715
65,141.04058764594166,302.55862656922966,468.29792352465535,554.5810934198331,3830.7447252231254
66,139.15457130613655,376.18114584558424,452.2474863546727,303.7621050028943,3581.4321937965337
67,146.35702051037813,418.9509848087366,405.96182604495266,422.33180030789975,3557.359868102175
68,73.49147322845067,410.647245737682,338.5495527418209,493.85551194828435,3698.1144737561067
69,153.94595590924072,242.66446439894696,300.10245196282125,383.44566126814044,3373.267851885478
70,79.74206730569577,346.12739314892,276.1405758474661,380.32034448006846,2938.5595540954405
71,107.3706477709777,313.65483953896705,208.77148031361486,337.54983459835194,3105.125287695474
72,62.94915392913011,245.7528304652965,180.3615553938441,256.41941979759287,2842.404467356067
73,59.67795180005848,241.4622383692716,236.9945361789332,253.68231375955548,2906.3737812883805
74,77.33155002695838,232.05283035538088,189.39266496840182,224.689919272246,2796.975256147347
75,71.95626816413106,223.59030211889575,274.8643544868061,215.05844758343193,2533.85199627083
76,97.20183812021939,238.04745310331836,157.70293470485734,235.09102513899072,2697.7212593076915
