week,paid_search,social,tv,ooh,revenue
1,314.1795273519433,70.46196664480176,475.8824914192875,248.70218811434472,2277.390258474372
2,220.92038194532955,97.10301685495561,323.85963112481613,357.45454882459694,2378.54053231177
3,307.21673668699236,49.72148230716665,263.3686166555691,389.2709566304051,2506.9343668786846
4,224.41947892074595,99.48941283482068,302.72447005544143,358.9492037227766,2544.56775686067
5,321.74575678543056,87.79636228257077,207.07282434937252,232.67180681020056,2272.235495894294
6,293.04070436258144,81.66101152578803,311.4541798862609,261.9726806076913,2151.1684832797514
7,170.21031669716697,74.12715639280538,236.31234648175604,384.0755627434952,2441.52867111653
8,290.5804568625805,73.19934705101561,193.73890732620396,219.79437655764366,2188.039725907079
9,202.7606173848801,55.94545688100959,246.54519507476815,324.2778644542279,2017.1665559108408
10,173.29379976741097,51.04312600536827,232.42019844740932,280.64673513159266,2079.241341250657
11,201.81184853880427,62.10328010390032,175.80225137240888,230.8404263586318,1815.90915572476
12,175.2156233514032,43.37246163757516,277.491608052655,231.70657401041038,1920.560691573018
13,197.47547937030072,61.057351973406135,158.1950054737016,255.38002699691688,1599.3032382488198
14,125.89213858658084,70.74463365626725,205.11835632717614,208.02618906632637,1514.9753921349507
15,220.56326145786343,50.982475375486715,151.32728008581276,347.76453324142005,1850.2361233656475
16,215.55412510191275,55.34515431193073,225.75062193003583,208.32147496454505,1618.8804650407967
17,184.12616168434997,73.14109304014002,196.67768029585778,325.51083290651314,2020.2991725912204
18,137.2664752973744,83.52299141409681,202.62438333681726,293.18095059158804,1738.1225557113314
19,271.6532592575012,99.55490658932393,232.47487415608245,317.9231102758842,2136.2240420576936
20,294.6060630388444,84.60787709148288,234.28617562107166,355.774349969108,2326.9899675072775
21,257.9396843056305,89.51312133403707,169.7889588326412,303.37792650287986,2251.642637201012
22,287.9044993789776,87.62121952354552,286.7754682326459,296.5082157414928,2355.8263257057192
23,173.38718925267955,92.81904174350775,386.3783211552066,322.8330842478652,2418.066145678196
24,300.65345012195644,115.71596393437694,322.40456949343155,388.9836906015039,2965.5111706583116
25,317.9693179523354,78.4528156624815,397.74428297640316,402.133638345852,2751.6663370707724
26,274.05625172456826,116.04638884153074,335.9665830925066,537.0470097876321,2802.6261634748475
