week,paid_search,social,tv,ooh,revenue
1,119.4118991823106,156.9352702460232,192.93183413975376,398.1080826282924,2440.950820157863
2,57.62386781924126,198.7695072188487,165.62649532834308,358.4609944141111,2704.8515301117263
3,109.4362994968762,159.86547159047947,151.33985094570164,347.5303637607625,3002.317583806877
4,96.71980373398213,179.52558860826866,198.77351950934147,341.3939566403023,3017.7793445269203
5,89.96276747122695,253.69419522729754,209.38376200272626,212.29073981938095,3054.154190314238
6,104.10057415196846,281.2243695157598,201.2783383346431,281.2120153287186,2655.954166877052
7,99.53903153358472,255.91673227296832,238.68107111303064,277.2988021859271,2779.7076668822647
8,99.24753368312514,277.1852207169653,226.93253920125198,415.45639369720914,2944.6130757834458
9,72.07021098677868,218.0516508009538,205.11110083125624,456.7074758754756,2894.490758183206
10,89.55830525122548,174.96462457248037,223.75904255606966,340.222324997181,3280.2333965974162
11,106.33485601114086,159.52969777299597,176.0961954098034,464.98519041376034,2978.7944974051456
12,98.24919366370283,201.41947358955096,185.72203122357712,229.26140486207197,3137.818729769924
13,90.26602674814704,147.87274347464881,200.28531080456568,401.270595640043,3361.9810929164323
14,61.62197957029456,250.18597050223207,211.84090291266162,428.80485773766816,3108.3654540149932
15,117.60700006832516,238.0709018370103,180.7883697831696,369.2425894250264,3104.0449219535326
16,108.43461517074266,246.03922663667316,174.61096640305425,324.5127918659715,2964.7880863383994
17,80.12656359381896,208.03709913297973,229.8286788006072,381.23924688458635,2916.8361803309836
18,84.14674216257296,216.74973405085882,201.23201956336177,323.23044445361904,3029.8568494815368
19,99.84625841306271,244.22014655471074,237.73430366513998,362.76263762070096,3235.918157572194
20,107.65155601750816,198.62685031557933,125.16361671285317,232.67785102274698,2854.9603471180435
21,125.40962654586481,264.46755956872846,205.26349509954846,341.40923877386865,3010.2735408887797
22,122.182199392874,274.0242559001731,248.04112126685683,428.85710604836913,3116.4728053416416
23,103.13945155850136,189.14545765042956,193.9263899437999,413.77228640095274,3230.5363770388817
24,103.02616124277075,264.66590319463717,151.5265345175227,275.13718953569787,3031.7781619808648
25,95.65188681973572,265.8637445005687,177.54786718620696,430.00753682600975,2992.3852190687826
